event_name,session,timestamp,platform,game_name,provider,from_origin,on_origin,on_origin_name,jackpot,on_route,from_route,demo,page_location,page_referrer,fortuna_screen_name,status,added_from,sport_name,betslip_number,betslip_type,fixture_id,selection_id,PlayerID,stake_eur,odds,is_synthetic
betslip_add_bet,1700678214,2023-09-02T23:03:20.000Z,SB Android,,,,,NBA,,,,,,,,,match_detail_odds,Košarka,500808.0,LEG_COMBI,3588370.0,71523256.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,2.39,True
betslip_add_bet,1700678214,2023-09-02T23:04:18.000Z,SB Android,,,,,NBA,,,,,,,,,match_detail_odds,Košarka,500808.0,LEG_COMBI,3588370.0,70951814.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,1.75,True
fortuna_screen_view,1700678214,2023-09-02T23:05:09.000Z,SB Android,,,,,,,,,,,,betslip,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
betslip_placed_bet,1700678214,2023-09-02T23:05:31.000Z,SB Android,,,,,NBA,,,,,,,,,,Košarka,500808.0,LEG_COMBI,3588370.0,71523256.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,11.26,2.39,True
betslip_placed_bet,1700678214,2023-09-02T23:06:37.000Z,SB Android,,,,,NBA,,,,,,,,,,Košarka,500808.0,LEG_COMBI,3588370.0,70951814.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,11.26,1.75,True
betslip_placed,1700678214,2023-09-02T23:07:34.000Z,SB Android,,,,,NBA,,,,,,,,ACCEPTED,match_detail_odds,Košarka,500808.0,LEG_COMBI,3588370.0,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,11.26,,True
fortuna_screen_view,1700678214,2023-09-02T23:08:37.000Z,SB Android,,,,,,,,,,,,ticketDetail,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700678214,2023-09-02T23:09:29.000Z,SB Android,,,,,,,,,,,,ticketHistory,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
page_view,1702083299,2023-09-03 00:02:59.000000 UTC,Casino Android,,,,,,,,,,https://casino.psk.hr/igre,https://www.psk.hr/,,,,,,,,,SYN_U06_7b645054caa3a88ad780c92ee423a15ab754ebe273c3c03863cdf8c8,,,True
page_view,1702083299,2023-09-03 00:03:41.000000 UTC,Casino Android,,,,,,,,,,https://casino.psk.hr/,https://casino.psk.hr/igre,,,,,,,,,SYN_U06_7b645054caa3a88ad780c92ee423a15ab754ebe273c3c03863cdf8c8,,,True
casino_game_launch,1702083299,2023-09-03 00:04:07.000000 UTC,Casino Android,Lightning Roulette,Evolution,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U06_7b645054caa3a88ad780c92ee423a15ab754ebe273c3c03863cdf8c8,13.08,,True
page_view,1701102754,2023-09-03 22:03:37.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/jackpot,https://www.psk.hr/,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701102754,2023-09-03 22:03:45.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/najnovije,https://casino.psk.hr/jackpot,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701102754,2023-09-03 22:05:07.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/,https://casino.psk.hr/najnovije,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
page_view,1701102754,2023-09-03 22:05:25.000000 UTC,GM,,,,,,,,,,https://casino.psk.hr/promocije,https://casino.psk.hr/,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,,,True
casino_game_launch,1701102754,2023-09-03 22:05:48.000000 UTC,GM,Sizzling Hot Deluxe,Greentube,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U04_dd93218b6aa35c739620d1464406f87fe3f8d2267ec701b9889e66d3,1.48,,True
fortuna_screen_view,1701611538,2023-09-03T19:03:08.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611538,2023-09-03T19:03:47.000Z,SB Android,,,,,,,,,,,,prematchMatchesOverview,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611538,2023-09-03T19:04:54.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1700000693,2023-09-03T20:01:08.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700000693,2023-09-03T20:02:10.000Z,SB Android,,,,,,,,,,,,prematchLeagues,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700000693,2023-09-03T20:03:14.000Z,SB Android,,,,,,,,,,,,prematchLeagues,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700000693,2023-09-03T20:04:04.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700383221,2023-09-04T12:17:54.000Z,SB iOS,,,,,,,,,,,,homepage,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700383221,2023-09-04T12:18:43.000Z,SB iOS,,,,,,,,,,,,prematchLeagues,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700383221,2023-09-04T12:19:25.000Z,SB iOS,,,,,,,,,,,,prematchSports,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700383221,2023-09-04T12:19:43.000Z,SB iOS,,,,,,,,,,,,liveDetail,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700382088,2023-09-04T13:49:40.000Z,SB iOS,,,,,,,,,,,,homepage,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700382088,2023-09-04T13:50:29.000Z,SB iOS,,,,,,,,,,,,prematchMatchesOverview,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700382088,2023-09-04T13:51:35.000Z,SB iOS,,,,,,,,,,,,homepage,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700382088,2023-09-04T13:52:10.000Z,SB iOS,,,,,,,,,,,,prematchSports,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700382088,2023-09-04T13:52:35.000Z,SB iOS,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700382791,2023-09-04T20:03:19.000Z,SB iOS,,,,,,,,,,,,homepage,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700382791,2023-09-04T20:03:55.000Z,SB iOS,,,,,,,,,,,,competition_detail,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700382791,2023-09-04T20:04:40.000Z,SB iOS,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700677994,2023-09-04T20:20:56.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700677994,2023-09-04T20:21:08.000Z,SB Android,,,,,,,,,,,,prematchSports,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1700677994,2023-09-04T20:22:00.000Z,SB Android,,,,,,,,,,,,liveDetail,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
betslip_add_bet,1700677994,2023-09-04T20:22:50.000Z,SB Android,,,,,NBA,,,,,,,,,live_page,Košarka,500807.0,LEG_COMBI,3060127.0,75769712.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,1.26,True
betslip_add_bet,1700677994,2023-09-04T20:23:46.000Z,SB Android,,,,,NBA,,,,,,,,,live_page,Košarka,500807.0,LEG_COMBI,3060127.0,73272056.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,3.07,True
betslip_add_bet,1700677994,2023-09-04T20:24:50.000Z,SB Android,,,,,NBA,,,,,,,,,live_page,Košarka,500807.0,LEG_COMBI,3060127.0,77491857.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,1.9,True
betslip_add_bet,1700677994,2023-09-04T20:25:56.000Z,SB Android,,,,,NBA,,,,,,,,,live_page,Košarka,500807.0,LEG_COMBI,3060127.0,77354587.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,1.94,True
fortuna_screen_view,1700677994,2023-09-04T20:26:10.000Z,SB Android,,,,,,,,,,,,betslip,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
betslip_placed_bet,1700677994,2023-09-04T20:26:26.000Z,SB Android,,,,,NBA,,,,,,,,,,Košarka,500807.0,LEG_COMBI,3060127.0,75769712.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,8.84,1.25,True
betslip_placed_bet,1700677994,2023-09-04T20:26:34.000Z,SB Android,,,,,NBA,,,,,,,,,,Košarka,500807.0,LEG_COMBI,3060127.0,73272056.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,8.84,3.07,True
betslip_placed_bet,1700677994,2023-09-04T20:26:38.000Z,SB Android,,,,,NBA,,,,,,,,,,Košarka,500807.0,LEG_COMBI,3060127.0,77491857.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,8.84,1.9,True
betslip_placed_bet,1700677994,2023-09-04T20:26:56.000Z,SB Android,,,,,NBA,,,,,,,,,,Košarka,500807.0,LEG_COMBI,3060127.0,77354587.0,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,8.84,1.94,True
betslip_placed,1700677994,2023-09-04T20:27:22.000Z,SB Android,,,,,NBA,,,,,,,,ACCEPTED,live_page,Košarka,500807.0,LEG_COMBI,3060127.0,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,8.84,,True
fortuna_screen_view,1700677994,2023-09-04T20:28:14.000Z,SB Android,,,,,,,,,,,,ticketDetail,,,,,,,,SYN_U03_ce30d610bf6a579f75ed9905dbbf4905f03244dd1df0de981bbe931f,,,True
fortuna_screen_view,1701611464,2023-09-04T22:14:56.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611464,2023-09-04T22:15:34.000Z,SB Android,,,,,,,,,,,,competition_detail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611464,2023-09-04T22:16:17.000Z,SB Android,,,,,,,,,,,,competition_detail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611464,2023-09-04T22:17:01.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611464,2023-09-04T22:17:12.000Z,SB Android,,,,,,,,,,,,prematchMatchesOverview,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611464,2023-09-04T22:17:26.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611464,2023-09-04T22:18:13.000Z,SB Android,,,,,,,,,,,,prematchMatchesOverview,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611464,2023-09-04T22:19:17.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611464,2023-09-04T22:19:31.000Z,SB Android,,,,,,,,,,,,prematchMatchesOverview,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701611464,2023-09-04T22:20:00.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
betslip_add_bet,1701611464,2023-09-04T22:20:31.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,501297.0,AKO,3612821.0,78591429.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,3.31,True
betslip_add_bet,1701611464,2023-09-04T22:21:17.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,501297.0,AKO,3612821.0,77954415.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,2.64,True
betslip_add_bet,1701611464,2023-09-04T22:22:01.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,501297.0,AKO,3612821.0,72211963.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,3.22,True
